"SCTRY","Value added source country","SINDY","Value added source industry","XCTRY","Country of final demand","XINDY","Industry of final demand","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,69290.802,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,10753523.733,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,16752.123,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,4404897.767,,
"WLD","World","D85","Education","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,20848.202,,
"WLD","World","D85","Education","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,3034831.914,,
"WLD","World","D86T88","Human health and social work","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,31690.478,,
"WLD","World","D86T88","Human health and social work","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,3313794.053,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,24762.34,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,1796463.812,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,24762.34,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,1584529.189,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,211934.622,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,273380.137,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,1673111.279,,
"WLD","World","D45T98","Total services ","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,2825193.302,,
"WLD","World","D45T98","Total services ","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,16250924.993,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,2477538.332,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,2540498.625,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,2838885.246,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,16346851.145,,
"WLD","World","DINFO","Information industries","WLD","World","D58T63","Information and communication","2015","2015","USD","US Dollar","6","Millions",,,2093931.474,,
"WLD","World","DINFO","Information industries","WLD","World","D84T98","Public admin, education and health; social and personal services","2015","2015","USD","US Dollar","6","Millions",,,499030.479,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,15453591.45,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,111681.436,,
"WLD","World","D05T09","Mining and quarrying","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,265175.737,,
"WLD","World","D05T06","Mining and extraction of energy producing products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,211699.678,,
"WLD","World","D07T08","Mining and quarrying of non-energy producing products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,32792.583,,
"WLD","World","D09","Mining support service activities","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,20683.476,,
"WLD","World","D10T33","Manufacturing","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,921926.33,,
"WLD","World","D10T12","Food products, beverages and tobacco","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,81927.577,,
"WLD","World","D13T15","Textiles, wearing apparel, leather and related products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,51832.315,,
"WLD","World","D16T18","Wood and paper products; printing","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,86537.288,,
"WLD","World","D16","Wood and products of wood and cork","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,12112.686,,
"WLD","World","D17T18","Paper products and printing","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,74424.602,,
"WLD","World","D19T23","Chemicals and non-metallic mineral products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,322724.522,,
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,77339.756,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,182056.349,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,39107.005,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,24221.413,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,86072.517,,
"WLD","World","D24","Basic metals","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,37374.766,,
"WLD","World","D25","Fabricated metal products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,48697.751,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,137568.322,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,110177.027,,
"WLD","World","D27","Electrical equipment","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,27391.295,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,48973.583,,
"WLD","World","D29T30","Transport equipment","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,53460.353,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,24234.824,,
"WLD","World","D30","Other transport equipment","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,29225.528,,
"WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,52829.854,,
"WLD","World","D35T39","Electricity, gas, water supply, sewerage, waste and remediation services","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,228227.381,,
"WLD","World","D41T43","Construction","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,84483.078,,
"WLD","World","D45T82","Total business sector services","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,3087636.605,,
"WLD","World","D45T56","Distributive trade, transport, accommodation and food services","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,958844.961,,
"WLD","World","D45T47","Wholesale and retail trade; repair of motor vehicles","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,583986.761,,
"WLD","World","D49T53","Transportation and storage","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,244968.005,,
"WLD","World","D55T56","Accommodation and food services","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,129890.195,,
"WLD","World","D58T63","Information and communication","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,290596.106,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,72596.09,,
"WLD","World","D61","Telecommunications","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,119897.48,,
"WLD","World","D62T63","IT and other information services","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,98102.536,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,489509.588,,
"WLD","World","D68","Real estate activities","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,481398.022,,
"WLD","World","D69T82","Other business sector services","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,867287.928,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,10754460.884,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,10668188.859,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,4387462.91,,
"WLD","World","D85","Education","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,3014608.965,,
"WLD","World","D86T88","Human health and social work","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,3266116.984,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,86272.025,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,86272.025,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,1415329.447,,
"WLD","World","D45T98","Total services ","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,13842097.489,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,2128791.644,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,13926580.567,,
"WLD","World","DINFO","Information industries","WLD","World","D84T88","Public admin, defence; education and health","2015","2015","USD","US Dollar","6","Millions",,,400773.133,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,2701929.715,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,23877.305,,
"WLD","World","D05T09","Mining and quarrying","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,47421.447,,
"WLD","World","D05T06","Mining and extraction of energy producing products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,38482.866,,
"WLD","World","D07T08","Mining and quarrying of non-energy producing products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,5586.551,,
"WLD","World","D09","Mining support service activities","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,3352.03,,
"WLD","World","D10T33","Manufacturing","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,172395.81,,
"WLD","World","D10T12","Food products, beverages and tobacco","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,19927.28,,
"WLD","World","D13T15","Textiles, wearing apparel, leather and related products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,13706.642,,
"WLD","World","D16T18","Wood and paper products; printing","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,19457.009,,
"WLD","World","D16","Wood and products of wood and cork","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,3566.169,,
"WLD","World","D17T18","Paper products and printing","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,15890.84,,
"WLD","World","D19T23","Chemicals and non-metallic mineral products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,52021.098,,
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,13042.649,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,26415.385,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,8238.382,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,4324.681,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,16413.824,,
"WLD","World","D24","Basic metals","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,8033.973,,
"WLD","World","D25","Fabricated metal products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,8379.85,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,28451.174,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,20450.549,,
"WLD","World","D27","Electrical equipment","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,8000.625,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,8444.82,,
"WLD","World","D29T30","Transport equipment","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,6917.648,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,5440.024,,
"WLD","World","D30","Other transport equipment","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,1477.623,,
"WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,7056.317,,
"WLD","World","D35T39","Electricity, gas, water supply, sewerage, waste and remediation services","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,37964.574,,
"WLD","World","D41T43","Construction","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,11443.073,,
"WLD","World","D45T82","Total business sector services","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,613300.844,,
"WLD","World","D45T56","Distributive trade, transport, accommodation and food services","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,201593.863,,
"WLD","World","D45T47","Wholesale and retail trade; repair of motor vehicles","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,133675.886,,
"WLD","World","D49T53","Transportation and storage","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,45565.846,,
"WLD","World","D55T56","Accommodation and food services","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,22352.13,,
"WLD","World","D58T63","Information and communication","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,77806.797,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,33694.054,,
"WLD","World","D61","Telecommunications","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,23194.16,,
"WLD","World","D62T63","IT and other information services","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,20918.583,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,77793.294,,
"WLD","World","D68","Real estate activities","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,76360.856,,
"WLD","World","D69T82","Other business sector services","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,179746.034,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,1795526.661,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,85334.874,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,17434.857,,
"WLD","World","D85","Education","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,20222.949,,
"WLD","World","D86T88","Human health and social work","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,47677.069,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,1710191.787,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,1498257.164,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,211934.622,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,257781.831,,
"WLD","World","D45T98","Total services ","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,2408827.505,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,411706.981,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,2420270.578,,
"WLD","World","DINFO","Information industries","WLD","World","D90T98","Other social and personal services","2015","2015","USD","US Dollar","6","Millions",,,98257.346,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,17375973.023,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,43451338.897,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,1093256.796,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,386525.734,,
"WLD","World","D05T09","Mining and quarrying","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,1406501.108,,
"WLD","World","D05T09","Mining and quarrying","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,725144.202,,
"WLD","World","D05T06","Mining and extraction of energy producing products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,1061771.414,,
"WLD","World","D05T06","Mining and extraction of energy producing products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,585058.84,,
"WLD","World","D07T08","Mining and quarrying of non-energy producing products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,232838.83,,
"WLD","World","D07T08","Mining and quarrying of non-energy producing products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,85480.187,,
"WLD","World","D09","Mining support service activities","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,111890.865,,
"WLD","World","D09","Mining support service activities","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,54605.174,,
"WLD","World","D10T33","Manufacturing","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,8763878.572,,
"WLD","World","D10T33","Manufacturing","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,2456616.998,,
"WLD","World","D10T12","Food products, beverages and tobacco","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,1404107.862,,
"WLD","World","D10T12","Food products, beverages and tobacco","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,318594.665,,
"WLD","World","D13T15","Textiles, wearing apparel, leather and related products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,601671.753,,
"WLD","World","D13T15","Textiles, wearing apparel, leather and related products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,116216.284,,
"WLD","World","D16T18","Wood and paper products; printing","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,281360.855,,
"WLD","World","D16T18","Wood and paper products; printing","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,248002.04,,
"WLD","World","D16","Wood and products of wood and cork","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,74239.987,,
"WLD","World","D16","Wood and products of wood and cork","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,41202.185,,
"WLD","World","D17T18","Paper products and printing","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,207120.868,,
"WLD","World","D17T18","Paper products and printing","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,206799.855,,
"WLD","World","D19T23","Chemicals and non-metallic mineral products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,1851965.224,,
"WLD","World","D19T23","Chemicals and non-metallic mineral products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,790585.308,,
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,371883.589,,
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,248036.745,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,1075085.767,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,352320.708,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,270293.453,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,121480.83,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,134702.414,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,68747.025,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,845240.593,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,235301.971,,
"WLD","World","D24","Basic metals","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,442929.72,,
"WLD","World","D24","Basic metals","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,104329.907,,
"WLD","World","D25","Fabricated metal products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,402310.873,,
"WLD","World","D25","Fabricated metal products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,130972.064,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,1153540.786,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,354588.103,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,779538.024,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,271343.323,,
"WLD","World","D27","Electrical equipment","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,374002.761,,
"WLD","World","D27","Electrical equipment","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,83244.78,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,829050.818,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,122924.372,,
"WLD","World","D29T30","Transport equipment","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,1289395.544,,
"WLD","World","D29T30","Transport equipment","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,152555.646,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D05T39","Industry (mining, manufactures and utilities)","2015","2015","USD","US Dollar","6","Millions",,,934468.272,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D45T98","Total services ","2015","2015","USD","US Dollar","6","Millions",,,99380.587,,
