Country,Variable,Code,Name,Value
Germany,Number of employees,D05T09,Mining and quarrying,28704
Germany,Number of enterprises,D05T09,Mining and quarrying,1791
Greece,Turnover,D05T09,Mining and quarrying,375.986482398468
Greece,Number of employees,D05T09,Mining and quarrying,2868
Greece,Number of enterprises,D05T09,Mining and quarrying,677
Hungary,Number of enterprises,D05T09,Mining and quarrying,
Spain,Turnover,D05T09,Mining and quarrying,2175.80096945019
Spain,Number of employees,D05T09,Mining and quarrying,13780
Spain,Number of enterprises,D05T09,Mining and quarrying,2209
Switzerland,Turnover,D05T09,Mining and quarrying,1973.47842559004
Switzerland,Number of enterprises,D05T09,Mining and quarrying,212
United Kingdom,Turnover,D05T09,Mining and quarrying,10669.3824699598
United Kingdom,Number of employees,D05T09,Mining and quarrying,15188
United Kingdom,Number of enterprises,D05T09,Mining and quarrying,1182
Bulgaria,Turnover,D05T09,Mining and quarrying,416.991719572797
Bulgaria,Number of employees,D05T09,Mining and quarrying,5281
Bulgaria,Number of enterprises,D05T09,Mining and quarrying,356
Croatia,Turnover,D05T09,Mining and quarrying,1504.75702219732
Croatia,Number of employees,D05T09,Mining and quarrying,2117
Croatia,Number of enterprises,D05T09,Mining and quarrying,230
Cyprus,Turnover,D05T09,Mining and quarrying,88.318972375479
Cyprus,Number of employees,D05T09,Mining and quarrying,420
Cyprus,Number of enterprises,D05T09,Mining and quarrying,58
Estonia,Number of enterprises,D05T09,Mining and quarrying,141
Australia,Turnover,D10T33,Manufacturing,156913.0738491
Austria,Turnover,D10T33,Manufacturing,66158.3002640652
Austria,Number of employees,D10T33,Manufacturing,298354
Austria,Number of enterprises,D10T33,Manufacturing,24848
Belgium,Turnover,D10T33,Manufacturing,80958.0366349847
Belgium,Number of employees,D10T33,Manufacturing,242349
Belgium,Number of enterprises,D10T33,Manufacturing,33479
Canada,Number of employees,D10T33,Manufacturing,793506
Canada,Number of enterprises,D10T33,Manufacturing,48360
Czech Republic,Turnover,D10T33,Manufacturing,1261771.70248429
Czech Republic,Number of employees,D10T33,Manufacturing,547835
Czech Republic,Number of enterprises,D10T33,Manufacturing,171193
Denmark,Turnover,D10T33,Manufacturing,262401.975425575
Denmark,Number of employees,D10T33,Manufacturing,184892
Denmark,Number of enterprises,D10T33,Manufacturing,14630
Finland,Turnover,D10T33,Manufacturing,44248.8866169196
Finland,Number of employees,D10T33,Manufacturing,167358
Finland,Number of enterprises,D10T33,Manufacturing,20568
France,Turnover,D10T33,Manufacturing,288922.901130326
France,Number of employees,D10T33,Manufacturing,1443000
France,Number of enterprises,D10T33,Manufacturing,211949
Germany,Turnover,D10T33,Manufacturing,470910.452208027
Germany,Number of employees,D10T33,Manufacturing,3146180
Germany,Number of enterprises,D10T33,Manufacturing,200692
Greece,Turnover,D10T33,Manufacturing,22303.6947738219
Greece,Number of employees,D10T33,Manufacturing,180263
Greece,Number of enterprises,D10T33,Manufacturing,61727
Hungary,Number of employees,D10T33,Manufacturing,353789
Spain,Turnover,D10T33,Manufacturing,203955.543635096
Spain,Number of employees,D10T33,Manufacturing,1128920
Spain,Number of enterprises,D10T33,Manufacturing,166185
Switzerland,Turnover,D10T33,Manufacturing,119519.001188123
Switzerland,Number of enterprises,D10T33,Manufacturing,20221
United Kingdom,Turnover,D10T33,Manufacturing,169393.986588161
United Kingdom,Number of employees,D10T33,Manufacturing,1412870
United Kingdom,Number of enterprises,D10T33,Manufacturing,129696
Bulgaria,Turnover,D10T33,Manufacturing,22524.7625689617
Bulgaria,Number of employees,D10T33,Manufacturing,341989
Bulgaria,Number of enterprises,D10T33,Manufacturing,30594
Croatia,Turnover,D10T33,Manufacturing,63521.708574456
Croatia,Number of employees,D10T33,Manufacturing,153085
Croatia,Number of enterprises,D10T33,Manufacturing,19567
Cyprus,Turnover,D10T33,Manufacturing,2122.71946462452
Cyprus,Number of employees,D10T33,Manufacturing,22655
Cyprus,Number of enterprises,D10T33,Manufacturing,5013
Estonia,Turnover,D10T33,Manufacturing,6856.34601974905
Estonia,Number of employees,D10T33,Manufacturing,80634
Estonia,Number of enterprises,D10T33,Manufacturing,6989
Austria,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",23032.5966601207
Austria,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7592
Austria,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2368
Belgium,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",17448.5845709809
Belgium,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2916
Belgium,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",841
Canada,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",10570
Canada,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1377
Czech Republic,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",562255.701208372
Czech Republic,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",13700
Czech Republic,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",10972
Denmark,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",74736.5958809349
Denmark,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4946
Denmark,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1736
Finland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7861.46999822223
Finland,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7847
Finland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",898
France,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",15379.2169753832
France,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7676
France,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",27042
Germany,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",109890.430771188
Germany,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",67570
Germany,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1869
Greece,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Greece,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Greece,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Hungary,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7935
Spain,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",28700.2414088161
Spain,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",10284
Spain,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",14017
Switzerland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",15746.1011963429
Switzerland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",432
United Kingdom,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",11367.8233229291
United Kingdom,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",14645
United Kingdom,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4245
Bulgaria,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",8353.62296571456
Bulgaria,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",5432
Bulgaria,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1728
Croatia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",11777.8756946724
Croatia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2634
Croatia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",567
Cyprus,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",32.4437041379311
Cyprus,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",71
Cyprus,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",57
Estonia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",820.735593289273
Estonia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2532
Estonia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",227
Austria,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Austria,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Austria,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2019
Belgium,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Belgium,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Belgium,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Canada,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",720
Czech Republic,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",62630.7684102682
Czech Republic,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",26715
Czech Republic,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",6133
Denmark,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",23999.7795290326
Denmark,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7236
Denmark,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2540
Finland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1760.52155648468
Finland,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7010
Finland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1462
France,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",17099.6345086973
France,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",75675
France,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",12206
Germany,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",33766.776416956
Germany,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",5240
Greece,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Greece,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Greece,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Hungary,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",20060
Spain,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7886.88423313027
Spain,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",58279
Spain,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",6377
Switzerland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",739
United Kingdom,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",10473.9992739291
United Kingdom,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",67870
United Kingdom,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7146
Bulgaria,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",792.2572307682
Bulgaria,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",11843
Bulgaria,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",747
Croatia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",5035.71348920881
Croatia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",18115
Croatia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",840
Cyprus,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",243.417902434866
Cyprus,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1613
Cyprus,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",184
Estonia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Estonia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Estonia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",279
Australia,Turnover,D41T43,Construction,264788.39010772
Austria,Turnover,D41T43,Construction,31475.8002978161
Austria,Number of employees,D41T43,Construction,213367
Austria,Number of enterprises,D41T43,Construction,34496
Belgium,Turnover,D41T43,Construction,50897.6830515862
Belgium,Number of employees,D41T43,Construction,179710
Belgium,Number of enterprises,D41T43,Construction,102644
Canada,Number of employees,D41T43,Construction,812778
Canada,Number of enterprises,D41T43,Construction,148530
Czech Republic,Turnover,D41T43,Construction,508349.585569196
Czech Republic,Number of employees,D41T43,Construction,177699
Czech Republic,Number of enterprises,D41T43,Construction,172424
Denmark,Turnover,D41T43,Construction,165379.078201092
Denmark,Number of employees,D41T43,Construction,136410
Denmark,Number of enterprises,D41T43,Construction,31153
Finland,Turnover,D41T43,Construction,19249.7508790383
Finland,Number of employees,D41T43,Construction,129185
Finland,Number of enterprises,D41T43,Construction,41580
France,Turnover,D41T43,Construction,186842.390916341
France,Number of employees,D41T43,Construction,976756
France,Number of enterprises,D41T43,Construction,493874
Germany,Turnover,D41T43,Construction,192019.865368353
Germany,Number of employees,D41T43,Construction,1759660
Germany,Number of enterprises,D41T43,Construction,332179
Greece,Turnover,D41T43,Construction,7846.78020995977
Greece,Number of employees,D41T43,Construction,63053
Greece,Number of enterprises,D41T43,Construction,74326
Hungary,Number of employees,D41T43,Construction,157717
Spain,Turnover,D41T43,Construction,79002.4022466705
Spain,Number of employees,D41T43,Construction,644657
Spain,Number of enterprises,D41T43,Construction,377671
Switzerland,Turnover,D41T43,Construction,52842.5929932548
Switzerland,Number of enterprises,D41T43,Construction,21506
United Kingdom,Turnover,D41T43,Construction,151998.753886207
United Kingdom,Number of employees,D41T43,Construction,979946
United Kingdom,Number of enterprises,D41T43,Construction,290658
Bulgaria,Turnover,D41T43,Construction,13278.6673752529
Bulgaria,Number of employees,D41T43,Construction,115969
Bulgaria,Number of enterprises,D41T43,Construction,19319
Croatia,Turnover,D41T43,Construction,30323.3278297165
Croatia,Number of employees,D41T43,Construction,77242
Croatia,Number of enterprises,D41T43,Construction,17549
Cyprus,Turnover,D41T43,Construction,1705.09689524904
Cyprus,Number of employees,D41T43,Construction,17700
Cyprus,Number of enterprises,D41T43,Construction,7399
Estonia,Turnover,D41T43,Construction,3091.61464014368
Estonia,Number of employees,D41T43,Construction,39627
Estonia,Number of enterprises,D41T43,Construction,9491
Australia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,443324.291550747
Austria,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,163715.437150019
Austria,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,77729
Belgium,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,286948.341247931
Belgium,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,136292
Canada,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1533980
Canada,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,156110
Czech Republic,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,2516486.89931858
Czech Republic,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,241386
Denmark,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,813221.270925326
Denmark,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,40963
Finland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,60675.4945075556
Finland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,43582
France,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,802198.522444464
France,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,716441
Germany,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1124093.23911897
Germany,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,600145
Greece,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,75863.0232643238
Greece,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,253084
Spain,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,434958.32195318
Spain,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,725347
Switzerland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,800324.898530499
Switzerland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,33313
United Kingdom,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,538120.288971763
United Kingdom,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,360111
Bulgaria,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,78414.8107161725
Bulgaria,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,137901
Croatia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,127888.575641705
Croatia,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,37255
Cyprus,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,8427.97312103066
Cyprus,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,16054
Estonia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,15961.4012218582
Estonia,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,16051
Australia,Turnover,D49T53,Transportation and storage,61613.2977999426
Austria,Turnover,D49T53,Transportation and storage,19726.0424800632
Austria,Number of enterprises,D49T53,Transportation and storage,14003
Belgium,Turnover,D49T53,Transportation and storage,31171.1899645211
Belgium,Number of enterprises,D49T53,Transportation and storage,17144
Canada,Number of employees,D49T53,Transportation and storage,315348
Canada,Number of enterprises,D49T53,Transportation and storage,64470
Czech Republic,Turnover,D49T53,Transportation and storage,282942.445000901
Czech Republic,Number of enterprises,D49T53,Transportation and storage,38054
Denmark,Turnover,D49T53,Transportation and storage,118027.492011782
Denmark,Number of enterprises,D49T53,Transportation and storage,10733
Finland,Turnover,D49T53,Transportation and storage,12492.5383997107
Finland,Number of enterprises,D49T53,Transportation and storage,21053
France,Turnover,D49T53,Transportation and storage,71018.9078723295
France,Number of enterprises,D49T53,Transportation and storage,105960
Germany,Turnover,D49T53,Transportation and storage,131324.904638314
Germany,Number of enterprises,D49T53,Transportation and storage,100519
Greece,Turnover,D49T53,Transportation and storage,7861.56011962261
Greece,Number of enterprises,D49T53,Transportation and storage,63516
Spain,Turnover,D49T53,Transportation and storage,61690.7120828717
Spain,Number of enterprises,D49T53,Transportation and storage,187197
Switzerland,Turnover,D49T53,Transportation and storage,20478.4660518621
Switzerland,Number of enterprises,D49T53,Transportation and storage,4740
United Kingdom,Turnover,D49T53,Transportation and storage,54628.3485418468
United Kingdom,Number of enterprises,D49T53,Transportation and storage,88299
Bulgaria,Turnover,D49T53,Transportation and storage,8690.67700314751
Bulgaria,Number of enterprises,D49T53,Transportation and storage,21175
Croatia,Turnover,D49T53,Transportation and storage,17536.8134219559
Croatia,Number of enterprises,D49T53,Transportation and storage,8530
Cyprus,Turnover,D49T53,Transportation and storage,1558.37925542529
Cyprus,Number of enterprises,D49T53,Transportation and storage,2983
Estonia,Turnover,D49T53,Transportation and storage,3170.92147248084
Estonia,Number of enterprises,D49T53,Transportation and storage,5036
Australia,Turnover,D55T56,Accommodation and food service activities,67874.9326985633
Austria,Turnover,D55T56,Accommodation and food service activities,15011.8821474215
Austria,Number of enterprises,D55T56,Accommodation and food service activities,47280
Belgium,Turnover,D55T56,Accommodation and food service activities,
Belgium,Number of enterprises,D55T56,Accommodation and food service activities,
Canada,Number of employees,D55T56,Accommodation and food service activities,984000
Canada,Number of enterprises,D55T56,Accommodation and food service activities,80200
Czech Republic,Turnover,D55T56,Accommodation and food service activities,111883.014933659
Czech Republic,Number of enterprises,D55T56,Accommodation and food service activities,58591
Denmark,Turnover,D55T56,Accommodation and food service activities,42300.8224262376
Denmark,Number of enterprises,D55T56,Accommodation and food service activities,13697
Finland,Turnover,D55T56,Accommodation and food service activities,4265.89648713602
Finland,Number of enterprises,D55T56,Accommodation and food service activities,11764
France,Turnover,D55T56,Accommodation and food service activities,64028.9118158123
France,Number of enterprises,D55T56,Accommodation and food service activities,264685
Germany,Turnover,D55T56,Accommodation and food service activities,63756.0242154522
Germany,Number of enterprises,D55T56,Accommodation and food service activities,230078
Greece,Turnover,D55T56,Accommodation and food service activities,8940.13303940805
Greece,Number of enterprises,D55T56,Accommodation and food service activities,117575
Spain,Turnover,D55T56,Accommodation and food service activities,46631.966807251
Spain,Number of enterprises,D55T56,Accommodation and food service activities,270415
Switzerland,Turnover,D55T56,Accommodation and food service activities,16421.1104852127
Switzerland,Number of enterprises,D55T56,Accommodation and food service activities,17343
United Kingdom,Turnover,D55T56,Accommodation and food service activities,39375.301527
United Kingdom,Number of enterprises,D55T56,Accommodation and food service activities,135214
Bulgaria,Turnover,D55T56,Accommodation and food service activities,3065.8399196341
Bulgaria,Number of enterprises,D55T56,Accommodation and food service activities,26751
Croatia,Turnover,D55T56,Accommodation and food service activities,17134.6917334464
Croatia,Number of enterprises,D55T56,Accommodation and food service activities,19768
Cyprus,Turnover,D55T56,Accommodation and food service activities,1444.37568394061
Cyprus,Number of enterprises,D55T56,Accommodation and food service activities,5540
Estonia,Turnover,D55T56,Accommodation and food service activities,584.076795883142
Estonia,Number of enterprises,D55T56,Accommodation and food service activities,2688
Australia,Turnover,D58T63,Information and communication,15397.2412554598
Austria,Turnover,D58T63,Information and communication,10746.9769956897
Austria,Number of enterprises,D58T63,Information and communication,18505
Belgium,Turnover,D58T63,Information and communication,16543.5854683333
Belgium,Number of enterprises,D58T63,Information and communication,30198
Canada,Number of employees,D58T63,Information and communication,112159
Canada,Number of enterprises,D58T63,Information and communication,12710
Czech Republic,Turnover,D58T63,Information and communication,179395.659602682
Czech Republic,Number of enterprises,D58T63,Information and communication,37907
Denmark,Turnover,D58T63,Information and communication,87887.2908676437
Denmark,Number of enterprises,D58T63,Information and communication,16058
Finland,Turnover,D58T63,Information and communication,9650.28967442721
Finland,Number of enterprises,D58T63,Information and communication,10034
France,Turnover,D58T63,Information and communication,66202.4597502529
France,Number of enterprises,D58T63,Information and communication,128735
Germany,Turnover,D58T63,Information and communication,96172.1512048659
Germany,Number of enterprises,D58T63,Information and communication,120338
Greece,Turnover,D58T63,Information and communication,
Greece,Number of enterprises,D58T63,Information and communication,
Spain,Turnover,D58T63,Information and communication,24387.6620362816
Spain,Number of enterprises,D58T63,Information and communication,57315
Switzerland,Turnover,D58T63,Information and communication,24619.5443994675
Switzerland,Number of enterprises,D58T63,Information and communication,6298
United Kingdom,Turnover,D58T63,Information and communication,79420.5655444483
United Kingdom,Number of enterprises,D58T63,Information and communication,201994
Bulgaria,Turnover,D58T63,Information and communication,4078.26373153832
Bulgaria,Number of enterprises,D58T63,Information and communication,11575
Croatia,Turnover,D58T63,Information and communication,12177.9245909732
Croatia,Number of enterprises,D58T63,Information and communication,6404
Cyprus,Turnover,D58T63,Information and communication,1056.67341949234
Cyprus,Number of enterprises,D58T63,Information and communication,1125
Estonia,Turnover,D58T63,Information and communication,994.399531827587
Estonia,Number of enterprises,D58T63,Information and communication,4556
Australia,Turnover,D68,Real estate activities,98454.0250625671
Austria,Turnover,D68,Real estate activities,
Austria,Number of enterprises,D68,Real estate activities,17913
Canada,Number of employees,D68,Real estate activities,209270
Canada,Number of enterprises,D68,Real estate activities,51010
Czech Republic,Turnover,D68,Real estate activities,
Czech Republic,Number of enterprises,D68,Real estate activities,45031
Denmark,Turnover,D68,Real estate activities,98633.3666493296
Denmark,Number of enterprises,D68,Real estate activities,26922
Finland,Turnover,D68,Real estate activities,
Finland,Number of enterprises,D68,Real estate activities,25439
France,Turnover,D68,Real estate activities,56370.4853326533
France,Number of enterprises,D68,Real estate activities,244256
Germany,Turnover,D68,Real estate activities,84326.1437315039
Germany,Number of enterprises,D68,Real estate activities,127092
Greece,Turnover,D68,Real estate activities,
Greece,Number of enterprises,D68,Real estate activities,
Spain,Turnover,D68,Real estate activities,20800.7401796322
Spain,Number of enterprises,D68,Real estate activities,135517
Switzerland,Turnover,D68,Real estate activities,10507.1639492701
Switzerland,Number of enterprises,D68,Real estate activities,4391
United Kingdom,Turnover,D68,Real estate activities,31725.346455477
United Kingdom,Number of enterprises,D68,Real estate activities,88687
Croatia,Turnover,D68,Real estate activities,
Croatia,Number of enterprises,D68,Real estate activities,3952
Cyprus,Turnover,D68,Real estate activities,90.1214003831418
Cyprus,Number of enterprises,D68,Real estate activities,807
Estonia,Turnover,D68,Real estate activities,1317.7551164023
Estonia,Number of enterprises,D68,Real estate activities,5545
Australia,Turnover,D69T82,Other business sector services,127449.684421839
Austria,Turnover,D69T82,Other business sector services,25510.3043208544
Austria,Number of enterprises,D69T82,Other business sector services,65359
Belgium,Turnover,D69T82,Other business sector services,44865.497238341
Belgium,Number of enterprises,D69T82,Other business sector services,142645
Canada,Number of employees,D69T82,Other business sector services,695859
Canada,Number of enterprises,D69T82,Other business sector services,154460
Czech Republic,Turnover,D69T82,Other business sector services,370742.318110173
Czech Republic,Number of enterprises,D69T82,Other business sector services,178787
Denmark,Turnover,D69T82,Other business sector services,108913.514791035
Denmark,Number of enterprises,D69T82,Other business sector services,32981
Finland,Turnover,D69T82,Other business sector services,10221.3889886552
Finland,Number of enterprises,D69T82,Other business sector services,35648
France,Turnover,D69T82,Other business sector services,139890.943744732
France,Number of enterprises,D69T82,Other business sector services,463104
Germany,Turnover,D69T82,Other business sector services,181884.812681264
Germany,Number of enterprises,D69T82,Other business sector services,478231
Greece,Turnover,D69T82,Other business sector services,6784.69950644445
Greece,Number of enterprises,D69T82,Other business sector services,152692
Spain,Turnover,D69T82,Other business sector services,56863.899999751
Spain,Number of enterprises,D69T82,Other business sector services,348442
Switzerland,Turnover,D69T82,Other business sector services,67089.6148156246
Switzerland,Number of enterprises,D69T82,Other business sector services,23739
United Kingdom,Turnover,D69T82,Other business sector services,138184.044421475
United Kingdom,Number of enterprises,D69T82,Other business sector services,439375
Bulgaria,Turnover,D69T82,Other business sector services,
Bulgaria,Number of enterprises,D69T82,Other business sector services,
Croatia,Turnover,D69T82,Other business sector services,21032.0818144157
Croatia,Number of enterprises,D69T82,Other business sector services,23569
Cyprus,Turnover,D69T82,Other business sector services,1328.93017004981
Cyprus,Number of enterprises,D69T82,Other business sector services,6340
Estonia,Turnover,D69T82,Other business sector services,1337.40158168582
Estonia,Number of enterprises,D69T82,Other business sector services,12268
Australia,Turnover,D69T82,Other business sector services,46412.521197318
Austria,Turnover,D69T82,Other business sector services,15474.8357811897
Austria,Number of enterprises,D69T82,Other business sector services,14976
Belgium,Turnover,D69T82,Other business sector services,21301.3645587605
Belgium,Number of enterprises,D69T82,Other business sector services,38515
Canada,Number of employees,D69T82,Other business sector services,414496
Canada,Number of enterprises,D69T82,Other business sector services,51550
Czech Republic,Turnover,D69T82,Other business sector services,167405.908495709
Czech Republic,Number of enterprises,D69T82,Other business sector services,30696
Denmark,Turnover,D69T82,Other business sector services,79354.5065579675
